text,nama paslon
"Anis mentri aja gagal di pecat terlalu pintar merangkai kata mungkin banyak ngibulnyaðŸ˜‚sama aja dengan ganjar tidak bisa merubah angka kemiskinan di provinsi nya terlalu sibuk mengoleksi video bo*epðŸ˜‚,",ganjar pranowo
Adab nya ganjar dan anis gak ada...,ganjar pranowo
Ini debat apa ngejatuhin pak menhan.! Yg lucu nya SI MENTRI GAGAL INI yg pernah di pecat jokowi karna ngebayar berlebih terus.! berani ngasih nilai KE MENTRI DENGAN PREDIKAT KINERJA TERBAIK.! lawak banget anjir<br>Apakah anies orang Indonesia.???? Kok bisa bisa mau bahas soal rahasia pertahan di depan umum kalo syukur aja pak prabowo mulut nya gak selamis anies klo di bongkar di debat ini gimana apa kalo dalam 2 bulan kedepan ada serangan dari luar negri dia mau tanggung jawab.????<br>Pak ganjar juga kalo gak tau soal pertahanan gak usah sok sok an jir.! Nanya barang bekas segala gini pak kalo mau barang baru ikut bikin di luar negri sama negara yg membuat alutsista bikin perencanaan sama kerja sama nya biar dapat barang baru nya.! Kalo mau beli aja ya harus Terima barang bekas boss.!,ganjar pranowo
Disni pak ganjar memang sangat menguasai materi. Tetapi saya yakin pak prabowo pasti tulus melayani rakyat.,ganjar pranowo
Ganjar lebih lugas untuk menjelaskan paparan yg efisien,ganjar pranowo
"Di depat ini terliat pak ganjar ketar ketir sampai lupa dgn tujuan misi dan fisi untuk membangun jika jadi presiden,malah sibuk menjatuhka. Lawan ðŸ˜…, terlihat pak ganjar terlalu memaksa dan dak masuk akal,minta penjelasan ko di waktu yg singkat. ðŸ˜…ðŸ˜…ðŸ˜…dan. Pak anis juga sama saja seperti pak ganjar. Asli nya ini pak ganjar dan pak anis niat mencalonkan menjadi presiden apa hanya ingin main2 ,ko bahasanya dak berintelektual sama sekaliðŸ˜…. Apa gak bahaya tah kaya gini jadi pemimpin negaraðŸ¤¦.",ganjar pranowo
"Hilang respect sma si anis dan jugak ganjar .. cara debat dia murahan,menjatuhkan lawan dgn cara body shaming.. yakin pak prabowo menang â¤",ganjar pranowo
Pak Ganjar terlihat cerdas &amp; tidak goyah gagasannyaðŸŽ‰,ganjar pranowo
"waduh kok ganjar cukup bagus juga ya debat nya , jdi bingung milih prabowo apa ganjar",ganjar pranowo
GANJAR KO NAFSU MAEN DATANYA,ganjar pranowo
Pembukaan Ganjar gmn yaa dengerinnya harus full nyimak baru paham,ganjar pranowo
"Pemenangnya debat kali ini adalah ganjar, krna dia sangat menguasai materi, prabowo sbnernya dia menguasai materi tapi sayang nya dalam penjelasan lebih baik penjelasan dari pak ganjar,",ganjar pranowo
"Dari sini kita bisa simpulkan bahwa pemimpin harus punya sikap yg baik dan juga kecerdasan, dan keduanya ada di diri Pak Ganjar",ganjar pranowo
P ganjar dulu saya kagum..tp lamaÂ² kurang simpati sama kepribadiannya..ceroboh terlalu banyak omong...trus .<br>O1 kayak sengkuni..omdo.. tukang hasut...dan<br>Sekarang..saya Makin simpati sama pk prabowo...,ganjar pranowo
"Rumit kata Ganjar , , rumit karena Ganjar gak tau bahasa inggris ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜Š",ganjar pranowo
Ganjar itu so betul bicara fakta lah menilai kinerja lah apa dia ga mikir kinerja dia di jateng gimanaðŸ˜‚,ganjar pranowo
sok pintar ganjar u kalau gak cari di google gak bakal tau dan juga data info infonya juga valid jangan sok tau deh,ganjar pranowo
"ganjar ganjar ,,ngurus brebes aja gk bisa,pungli mash banyak,",ganjar pranowo
"Pak ganjar tenang, lancar, emosi terkendali, jawaban mudah dipahamiâ¤",ganjar pranowo
Yang kasian itu pak Ganjar.. seolah-olah dia tidak diperhitungkan dalam debat ini..,ganjar pranowo
Disini cuman ganjar yg jawabannya masuk akal dan mudah dicerna,ganjar pranowo
"Anis byk bicara teori kadang sulit dipahami intinya Tdk tersampaikan, Prabowo bicara secara sederhana namun gampang dipahami dan intinya tersampaikan, Ganjar bicara datar intinya sebagian tersampaikan",ganjar pranowo
"Pak anis, ini mau pimpin negara loh.. bukan pimpin perkuliahan yg cuma teori saja. Kalau pak ganjar dan pak prabowo jawabannya sih ok.. bisa pimpin negara gak hanya pimpin perkuliahan",ganjar pranowo
"Pak anis dan pak ganjar pintar bicara, gagasan mereka brilian, hebat mengoreksi dan mengkritisi..tapi sayangg.. kerjaan mereka tdk becusss.. pintar bicara dan memberikan kritik tapi tidak sadar diri.. apa yg dikritisi itu wajar tapi mereka lupa akan banyak keuntungan yg dipersembahkan bapak Prabowo untuk Indonesia. Seorang patriot dan dan pemimpin itu bukan dilihat dari gagasan brilian saja tapi kerja nyata.. gagasan indah mempesona tapi di lapangan nol.. bapak Prabowo itu orang yg jujur negarawan yg benarÂ² cinta tanah air.. seluruh jiwa dan raganya hanya untuk Indonesia.. <br><br>SEBENARNYA APA YG KITA KATAKAN UTK ORG LAIN PENILAIAN KITA UTK ORG LAIN PANDANGAN KITA TERHADAP ORG LAIN MENGENAI KEKURANGAN MEREKA ITU SEBENARNYA KITA BERBICARA TENTANG DIRI KITA SENDIRI.. ALAM BAWAH SADAR KITA YG MENDORONG KITA UTK MENGATAKAN KEPADA ORG LAIN BAHWA KITA ITU SEPERTI APA YG KITA KATAKAN MANA KALA KITA TDK MENGONTROLNYA.. <br><br><br>MAU MENILAI DAN MEMANDANG SESUATU ATAU ORG LAIN JANGAN LUPA MEMBAWA CERMIN YAA PAK ANIS DAN PAK GANJAR.. ðŸ˜Š",ganjar pranowo
Lawak bet jwabn pk ganjar ðŸ˜‚.. pk anies atau pk prabowo aja deh..<br>Tpi aku pk prbowo dulu.. lah,ganjar pranowo
Dari ke 3 Paslon ini<br>Yg paling pas mimpin negara ini pak Ganjar Pranowo<br>Pak Ganjar punya pengalaman di dpr dan gubernur.<br>Beliau lah dari ke 3 paslon ini yg punya spirit blusukan seperti pak de Jokowi.,ganjar pranowo
"Klo masalah jaweb menjawab, anis emang bagus. Tapi masalah praktek, Prabowo dan Ganjar lebih baik. Melihat track record mereka, prabowo dan ganjar lebih unggul",ganjar pranowo
Hanya ganjar jawaban paling memuaskanâ¤,ganjar pranowo
"Gw dukung pak Anies, pak Anies itu sangat kritis soal korupsi dsbg. Namun, di sisi lain pak Ganjar jawabannya lumayan bijak dan wawasan datanya luas, gw suka. Pak Ganjar ini bijaksana, bisa ngemong dan adem.. Keren.",ganjar pranowo
"Pak ganjar : Strategy lanjutan, strategi (caranya) yg di bahas sesuai kondisi sekarang. <br><br>Pak Prabowo :  solusi, lebih ke solusi yang di bahasi. <br><br>Pak Anis : lebih ke : kita diajarin bagaimana membuat solusi bagsa ini. Dimulai rumusan masalah, kemudian dll. sangat minim ngomongin solusi dan strategi itu sendiri. <br><br>Kali ini mas ganjar lebih gemilang, tapi mohon maaf pak. Saya pilihan saya tetap di 02. Saya tidak ingin kejadian lagi preiden saya di â€œgituinâ€ sama Ibu ketmu.",ganjar pranowo
Omongan ganjar kosong semuaðŸ˜‚,ganjar pranowo
"Mau berapa kali debat pun pak prabowo gak mungkin bakal menang kalau lawannya adalah pak ganjar  dan pak anis,mereka berdua pinter dan memang punya public speaking yg bagus,memiliki cara komunikasi yg baik memng menjadi salah satu keunggulan tersendiri.",ganjar pranowo
Capres ya kaya ganjar ......tegas  jujur rakyat paham ...  dia ... mampu pimpin  dg  cerdas  dan amanah....,ganjar pranowo
"Anis adalah capres yang pandai beretorika, ganjar capres yang lihai berlogika, sedangkan prabowo adalah capres yang bisa kerja nyata.",ganjar pranowo
"Capres yg sangat Intelektual melalui data yg akurat bebas dari Korupsi dan Nepotisme tidak gegabah dlm membuat keputusan adalah Capres Ganjar Pranomo calon Presiden RI kedepan yg tdk berhianat pd temen dan tdk pernah dapat PEMECATAN sebagai Pejabat ,kepada Rakyat Jelata yg Pinter ,utk memilih Capres hrs bersih dari korupsi dan dapat nilai plus dari warga selama menjabat sbg pemimpin daerah yg menguasai data berdasarkan kinerja bukan berdasarkan retorika",ganjar pranowo
Ganjar omong kosong bilang lapangan kerja sedirikan bekas gubenur mana slama10th jdi gubenur hasilnya jeblok ðŸ‘Œ omong pinter jijik,ganjar pranowo
Pak prabowo dan pak ganjar sangat bagus dalam menjelasaknnðŸ˜ŠðŸ˜Š,ganjar pranowo
"01 dan 02 sibuk saling serang gak jelas gak ada etika,,pak ganjar lebih jelas visi misinya..",ganjar pranowo
Ganjar mah omongannya udah dari dulu itu gagasannya gak baru. Kunoo,ganjar pranowo
"SI GANJAR BILANG TIDAK BICARA PESAWAT BEKAS, SEMNTARA DIOMONGAN SEBELUMNYA SI GANJAR MENANYAKAN PESAWAT BEKAS... DASAR ORA KONSISTEn !!!",ganjar pranowo
Tanpa buku dipan..ganjar gamungkin bisa ngomong masalah pertahanan,ganjar pranowo
"Anis sama ganjar jago ngomong, prabowo mungkin gak pintar merangkai kata2 tapi kalau soal kerja dan cinta Tanah Air beliau yg benar2 tulus keliatannya untuk membelah Negara Indonesia..",ganjar pranowo
"Ganjar terbaik tegas dan jelas, Anies masih mengawang tidak fokus dan Prabowo kedodoran tidak ada jawaban yang sesuai dengan pertanyaan",ganjar pranowo
GANJAR DAN ANIS MENUNJUIKKAN SIFAT YANG TIDAK BAIK DAN TIDAK LAYAK JADI PEMIMPIN KARENA TIDAK MENUNJUKKAN ETIS YANG BAIK.... PRABOWO OKE,ganjar pranowo
"Debat kali ini penilaian pribadi saya<br>1. Pak ganjar, karena apa tang disampaikan mudah dipahami dan solusi&quot; Yang dibeberkan itu solusi yang simple tapi menurut saya efektif<br><br>2. Pak Prabowo, ya seperti kalian tau lah kalo dalam tema debat kali ini tuh ahlinya beliau, sebetulnya mau saya taruh di nomer 1 tapi mungkin saya kira cara penyampaian Pak Prabowo emang kurang bisa dipahami oleh bbrp orang. But demua yg beliau sampaikan objektivitas dalam menanggapi paslon lain patut diapresiasi karena sesuai dengan tema yg di bicarakan<br><br>3. Pak Anies, dari segi penyampaian solusi, saran, visi misi seperti biasa beliau memang ahlinya dalam retorika. Sebenernya isi/kandungan yg disampaikan beliau dalam debat kali ini  itu udah bagus, tapi minus banget nya beliau adalah dari awal sudah blunder dengan penyampaian gagasan beliau tapi dengan ditambah serangan personal ke salah satu capres itu sangat disayangkan sekali buat Pak Anies. Kok bisa gitu loh nyerang secara personal kyk gitu, apalagi gagasan retorikanya itu tidak 100% optimal dan tidak mudah dipahami oleh beberapa orang",ganjar pranowo
Unggah ungguh.e pak ganjar masyaAllah bgt,ganjar pranowo
"GANJAR BANYAK KLARIFIKASI, MASIH SAJA INGIN TERLIHAT BENAR. HADEEHH HILANG RESPECT SAMA SAMPEAN PAK",ganjar pranowo
"Sabar Pak Bowo, makin ksini makin terlihat siapa yang ambisinya jadi pemimpin berkuasa atau memimpin.  Pak Anis dari awal debat sudah to the point menjatuhkan lah Pak Ganjar awalnya keliatan adem ujung-ujungnya kompor juga tapi dengan gaya sok manisnya.",ganjar pranowo
Diplomasi dan narasi Ganjar super mantap...,ganjar pranowo
Ganjar the best dan paling keren penpilannya serta cerdas,ganjar pranowo
"Tdk jabat tangan Prabowo dan Anis, muncul alasan Anis berkata saya cari Prabowo utk salaman tapi tdk ketemu, ini pandai retorika cari alasan pembenaran padahal pas sekesai debat itulah waktu para calon pemimpin bersalaman menunjukan calon pemimpin yg rendah hati, beretika dan menunjukan kenegarawan.<br>Harusnya Anis yg datang segera sama Prabowo salaman, janganlah jadi manusia lupa kacang akan kulitnya.<br>Nyata Ganjar luar biasa selain menguasai materi juga pendingin antara Anis dan Prabowo, inilah pemimpin yg benar2 siap.",ganjar pranowo
Ganjar sesi ini paling cakep jawabanya,ganjar pranowo
"Ganjarrrr part ini ,,,,menurut bagus jawabanyaa,,..",ganjar pranowo
"1. Anis cerdas, tapi sombong. Dia menghalalkan semua cara untuk menjatuhkan pihak lain.<br><br>2. Prabowo ala kadarnya. Berbicara sesuai pengalaman<br><br>3. Ganjar, pembicaraan tidak menarik.",ganjar pranowo
Lumayan bagus visi misi pak ganjar,ganjar pranowo
Ganjar paling punya solusi yg realistis dan efisien... Yg satu terlalu teoritis yg satu lagi keteter bela diriðŸ˜…,ganjar pranowo
"Iyalah wo, satu guru satu buku dg Ganjar, kan kalian di naungi partai yang sama ðŸ¤£ eyang putri Megawati. Ganjar emang bagus dan cerdas jawabannya, tapi sudah cukuplah kasih kuasa ke Megawati dkk nya. Partai yg paling korup orang2nya kok Ganjar koar2 menghapuskan korupsi wkwk <br>Menolak lupa gimana Prabowo saat jadi oposisi Jokowi, sekarang menjilat ludah sendiri dengan berusaha meng agung2kan jokowi ðŸ¤£ðŸ¤£ðŸ¤£",ganjar pranowo
Kali ini jawaban jawaban dari Pak Ganjar lebih jitu jeli adem sopan bagus... Jadi pengen kembali dukung Pak Ganjar ðŸ˜Šâ¤,ganjar pranowo
"Anis retorika, janji palsu, php, Prabowo tampil realistis dan Ganjar menguasai data.",ganjar pranowo
"Dari 3 paslon Visi misi dan jawaban  dari masing2 paslon :<br><br>1. Anis retorika dan gombal belaka mimpi siang bolong, sama waktu jadi calon gubernur, rumah dp nol rupiah, air hujan dimasukan kedalam tanah dlk Gombal. mimpi di siang bolong, diatas awang awang semua.<br><br>2. Prabowo tampil realita, menyesusikan kemampuan negara dgn tantangan dihadapi.<br><br>3. Ganjar menguasai data visi misi dan jawaban berbadiskan data tampil tenang dan menguasai debat.",ganjar pranowo
Dalam debat kali ini saya melihat paparan pak Ganjar paling lugas dan satset,ganjar pranowo
"Ini bukan soal debat lagi ,tapi mengkritik....... Bukan menyampaikan gagasan.....Anis dan ganjar tdk berhak mangatakan soal etika, dia tdk memperlihatkan tingkat profesionalnya sebagai capres, dan andai tim pak prabowo mau juga mencari minus mereka berdua saat menjabat sebagai gubernur, sebelum debat ini terjadi, saya nyatakan itu lebih parah dan tidak ada jawabannya. Melainkan menteleh-teleh.",ganjar pranowo
"Paling luwes jawaban nya memang paslon 3,moga pa ganjar jdi Ri 1,amin amin ya robal alamin",ganjar pranowo
"MUKA GANJAR MUKA ANIS JENGKELIN BGT KLO LAGI NGMG,",ganjar pranowo
pak ganjar kamu cuman tau dari orang kamu gak tau faktanya gimana jadi pak prabowo,ganjar pranowo
"Disini ganjar naik pamor, anies malah turun pamor karna kebanyakan menyerang paslon lain tidak diskusi, kalau pak prabowo sudah tidak bisa dicela karna hati nurani dan lapangan",ganjar pranowo
"saya pribadi lebih suka ganjar dalam debat ini, beliau lebih mengutamakan misi visi nya daripada menyerang kubu secara personal",ganjar pranowo
Anis cuma ngomong doang &#39;ganjar bukan cermin &#39; pemimpin yg arogan,ganjar pranowo
"saya masih bingung mau pilih yang mana,tapi pak ganjar paling masuk di debat kali ini tambah lagi ngasih solusi bukan nyerang paslon lain.mantab sih jawab2an dari beliau",ganjar pranowo
Memng ganjar jawaban paling manTep,ganjar pranowo
"Saya belum menentukan pilihan, selalu memantau debat capres agar mendapatkan pencerahan. Perlu diakui malam ini Anies dan Ganjar menguasai panggung, memang seperti itu seharusnya debat. saling tentang saling serang argumen, bukan cuma cari aman saja dan seakan jika debat memanas, keadaan di luar pun juga ikut memanas. sehingga ketika tidak bisa menyampaikan argumen malah bersembunyi dibalik kata &quot;demi kesejukan&quot; sosial. Pak Prabowo mengecewakan, selalu gagal kontrol emosi padahal memuluskan tujuan dari lawan debatnya. Terlalu menegaskan hal yang tidak perlu, seperti &quot;cuma bisa ngomong!&quot;, &quot;data keliru&quot;, bla bla bla. sehingga dalam penyampaian argumen yang penting malah kehabisan waktu. Dan lawan tanya apa, dia jawab nya apa, keliatan tidak siap dalam segala aspek. Saya pikir di debat lalu yang bertema diluar kemampuan bapak, bapak mampu mengimbangi kedua lawan. dan saya pikir di debat ini yang materinya sangat dekat bahkan melekat dengan bapak, bapak  bisa &#39;kill the game&#39;, tapi ternyata saya salah. Bapak gagal total menguasai pelajaran yang bapak sendiri adalah gurunya, nol besar terlihat seperti senjata makan tuan.",ganjar pranowo
"kpda pak ganjar,dan pak anis sakit,ngk cukup itu aja yg di perketat banget,perlu tau negara ini klo tikus kantor korupsi,ngk dilibas dengan hkuman mati ngk bklan indonesia ini ttap rakyat susah smpai mati ngk merasa kya indonesia ini,ini yg rasa enak nya cuman pemerintah2 yg ngerasa enak mewah kaya,klo jdi rakyat ngk bklan hidup enak smpai mati",ganjar pranowo
Mas anis iki welek banget sifatmu. Pingin njatuhkan teruss. <br>Pak Ganjar dgn karakternya sat set.<br>Pak Prabowo tetap semangat dgn keikhlasan nya utk Indonesia. Njenengan bisa pak woo,ganjar pranowo
Debat kali ini dimenangkan Ganjar dengan sekor Telak,ganjar pranowo
Hanya bp anis dan bp ganjar yg mempunyai jiwa pemimpin dan punya nilai. Maaf bp prabowo cocoknya mjd penguasa. Tp tdk cocok dlm memimpinðŸ˜Š,ganjar pranowo
"sy salut dngn penjelasan pk ganjar , sngt masuk akal dlm kontek pertahan kelautan , smoga menng pk gama",ganjar pranowo
"Menurut saya Anis hanya teoritis,kalau dilihat kecerdasan dan actionnya masih bagus Ganjar, ttp utk ke TPS saya pilih Prabowo.",ganjar pranowo
"Pak prabowo,,, selalu tdk mnjawab apa yg ditanyakan...dan knp gagasan pk prabowo cuma meniru lawannya saja...... Di periode ini penjelasan pak ganjar yang gmpg dimengerti..... Mf sblmnya aku cuma menyimak &amp; menilai dr debat ini,,,,mslh dukung siapa itu massing2 pribadi jadi slow saja",ganjar pranowo
Pak Ganjar sangat2 menguasai perdebatan kali ini. Sangat cerdas dan tegas. Tp sayang di pihak yg kurang tepat.. calon yg paling dominan tp saya ragu karena ada pihak yg paling ambisi merebut kekuasaan. Takut nya seperti Gusdur yg tiba2 dilengserkan oleh wakil nya sendiri,ganjar pranowo
"Disesi tanya jawab terakhir, ganjar berlagak kemlinthi sampe nyuruh staf suruh didepan panggung..",ganjar pranowo
Ganjar anis manis banget ngomongnya parah wkwkwk gue yakin ga ada buktinya. Yakin banget prabowo itu syg sm indonesia lebih tulus dri yg lain si,ganjar pranowo
"Anies = terlihat tenang, argumen penuh data, penuh strategi, kontrol emosi yang bagus,wawasannya luas.<br><br>Pak ganjar : oke juga sih di debat ini dengan penjabaran data yang jelas, dan argumen yang bagus. mengingatkan saya ketika nonton film homelanderðŸ˜…<br><br>Pak Prabowo: dibantai dengan fakta, menuduh capres lain keliru tapi tanpa bukti. Prabowo seperti di tembak laser homelander dan diserang jutsu bayangan shikamaruðŸ˜‚",ganjar pranowo
Scor nilai debat kali ini :<br>Anies = C ( banyak terconter pendapatnya )<br>Prabowo = B ( prabowo sbg menhan tanggapannya cukup logis tidak salah beliau dinobatkan menhan terbaik yg pernah dimiliki indo )<br>Ganjar = B+ ( tanggapan/jawaban pak ganjar cukup luar biasa padahal bliau tidak punya besik ataupun perestasi dalam pertahanan),ganjar pranowo
"Setiap negara punya rahasia yg rakyat nya pun ga boleh tau, karna kalo sampe negara luar tau bisa dapet celah untuk masuk. <br>Pak ganjar minta di bongkar2 data karna dia ga tau kalo yg di maksut pak prabowo di pembahasan itu ada yg termasuk rahasia negara. Di DPR aj pak prabowo ga mau buka karna pada saat itu publik bisa tau tapi kecuali rapat tertutup. <br>03 sama 02 makin jelas apa yg di yg di bahas, tapi yg 01 udah bingung karna pertahanan bukan di bidang nya jadi cuman bisa nyerang2 03 sama 02, sampe presiden pun di sindir2 ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚<br><br>Makin jelas buat saya dari 3 paslon saya anggap 01 udah ter eliminasi. <br><br>Jadi tinggal 2 pilihan aj. Tinggal nunggu biasanya mba nana di kumpulin lg nih buat debat ulang. <br><br>Kesimpulan nya. <br>01 cuman bisa nyerang 02 sama 03,<br><br>02 menurut pengalaman diiliter juga di mentri pertahanan. <br><br>03 terlalu pede, yg di omongin  kesan nya Indonesia udah setuju sama dia.",ganjar pranowo
Ganjar terlalu banyak omong... Sama seperti prabowo..,ganjar pranowo
"Mau debat kek gimana..rakyat sudah memutuskan next presiden pilihan rakyat adalah Pak Prabowo.. debat tidak ngaruh dengan pilihan rakyat justru semakin diserang rakyat semakin memilih beliau.. kalau hny jelek2 orang lain ,Ganjar bnyak yg perlu diperdebatkan misal E KTP.. manusia g sempurna tp rakyat lebih bnyak percaya dgn Pak Prabowo",ganjar pranowo
"Apasih prabowo??<br>Tidak punya pemikiran sendiri!!<br>Ganjar jawabannya ngaco lagi<br>Duhh apakah ini calon presiden kita,,",ganjar pranowo
Ya ampun liat pak ganjar sama anies kenaoa pada ngotot jawabnya hehhe,ganjar pranowo
"Pak prabowo klo ditanya jawabannya kadang ga jelas arahnya kmna tp gua yakin hatinya tulus&amp;ikhlas mengabdi buat indonesia! Jiwa patriotisme tentaranya ga akan hilang! Pak ganjar cari aman&amp;pintar tentang mencari2 data yg ada sesuai sumber,klo gua liat dia kerja nyata ky pak jokowi tp balik lg dia hanyalah alat (boneka) dibelakang ibu mega ðŸ™ƒ pak anis lugas,pandai ber retorikanya! Memang sbg presiden harus pandai retorika agar bangsa asing percaya akan potensi negara ini tp balik lg janji2 cak imin (pasangannya) bikin ngakak&amp;ga masuk di logika apa lg di jalankan sistemnya ðŸ˜… semoga allah membukakan hati&amp;pikiran paslon yg jd calon presiden indonesia kedepannya agar sungguh2 mengabdi ke negara ini&amp;meningkatkan kesejahteraan buat seluruh rakyat indonesia bukan hanya TNI, POLRI &amp; ASN SAJA! but BHINNEKA TUNGGAL IKA!!! camkan itu ðŸ™ salam respect buat ketiga paslon ðŸ’ªðŸ‘Š",ganjar pranowo
"Kita sebagai orang kecil , disini tidak butuh pemimpin yang cuma pandai berbicara saja,dengan janji2 ,, orang yang banyak bicara belum tentu benar untuk memimpin bangsa Indonesia dengan baik,,untuk anis dan ganjar saya akui untuk berbicara dia jago ,tapi untuk janji2 kan belum tentu bisa d penuhi ,saya sebagai masyarakat jawa barat ,lebih yakin ke pada bapak Prabowo Subianto yg pimpin,, karna kerja nyata bukan hanya janji2 saja,beliau hidupnya dari muda sampe skrg masih berpegang teguh untuk menjaga harga diri bangsa Indonesia,,",ganjar pranowo
Asli ganjar sok bgt paling ngerti tentang pertahanan,ganjar pranowo
Ganjar lumayan cerdas penyampaian nya dan lumayan realistis juga...,ganjar pranowo
Pak Anies dan pak Ganjar sangat lihai dalam jualan kata kata ðŸŽ‰,ganjar pranowo
"Haaa.ganjar lg uda ikut ikutan kayak anis.pak ganjar anda jangan ambisius nyerang orang demi menang.pak ganjar harus berwibawah seperti pak prabowo.kan sering di bilang pak prabowo pemimpin itu harus sebagai contoh untuk warga negara indonesia.sementara bapak ganjar tdk bisa memberikan contoh.kenapa saya bilang seperti itu,masa pak ganjar mintak data data sama bapak prabowo harus jawab dengan detil sementara kan sudah dibilang pak prabowo waktu tdk cukup tp pak ganjar bersikekeh harus.maka itu mari masyarakat indonesia berpikir dengan baik siapa yg bisa memberi contoh jd pemimpin presiden 2024.GEMOY",ganjar pranowo
"Dari debat ini sebenernya kasian juga lihat prabowo tapi mau gimana yg di omongin emng fakta dan pak prabowo nggk bisa sanggah dan memberi data fakta saat diminta data yg bisa bungkam 2 capres dan abu2,pak ganjar udah mulai op dia nggk kayak waktu depat yg lalu ,pak anis mantap juga saat di tanya dan memberi jawaban",ganjar pranowo
"Pak Ganjar banyak teori prakteknya ngak sesuai... buktinya lihat kinerjanya saat jadi gubernur.... waktu debat gubernur dulu juga gitu pas udah jadi, teori yang di sampaikan ngak sesuai praktek di lapangan",ganjar pranowo
Btl pak prabowo .pertanyaan pak ganjar yg terahir kebantah telak.i love you pak prabowo cerdas.brilliant.pak ganjar gak fer.mau nyerang tp mlh kebantah telak,ganjar pranowo
Liat senyum ganjar kok serem ya. Ada yg sama kah?,ganjar pranowo
Ganjar telah memiliki data yg akurat yg akan di perdebatkan<br>Prabowo telah memiliki dan telah menjalankanya.<br>Anis data tak punya  jwbanya sllu tdk memberi solusi namun komen pendapat paslon lain doank.,ganjar pranowo
Udh jelas ganjar nunjukin kualitas nya atas dasar pengalaman2 politik yg udh dia jalani,ganjar pranowo
Pak Ganjar suuaaantai banget debat.e mugo ae biso ngganteni pak Jokowi nggawe Indonesia tambah maju Aamiin,ganjar pranowo
"Anis boleh paham soal Jakarta, Ganjar lebih paham soal Jawa tengah,tapi Purn.JENDERAL PRABOWO lebih paham INDONESIAðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨",ganjar pranowo
Ganjar  ocehannnya terlalu..di Awang&quot;,ganjar pranowo
Ganjar klhtn lbih hebat dlm debat ini krn di tim nya ada pak Andika mantan panglima yg jenius,ganjar pranowo
Kenapa sitiap pak ganjar mau menyampaikan pendapatnya saya selalu mau ketawa yaaðŸ˜ŠðŸ˜Š,ganjar pranowo
"Debat kali ini,, Ganjar MVP nya....",ganjar pranowo
Ganjar precise....emosi cerdas,ganjar pranowo
Dari sesi demi sesi  debat ini ygpaling santun dlm debat pak ganjar..tidak menjustice paslon lain seandaipun ada yg tak sesuai yg perlu disangkal pak ganjar dngn komunikasi yg baik,ganjar pranowo
"Pembuaalan betul kamu Ganjar,ngomong seenakmu aja,Tdk mau libatkan Asean,Negara kita sendiri aja skrg untuk menyelesaikan Papua tdk mampu,koq gaya betul kamu ngomong.",ganjar pranowo
Ganjar yg ucapin omong kosong smua tidak sesuai hati pikiran dan ucapannya,ganjar pranowo
"Full gw nonton, makin ngawurrr si anis . Pertahanan ga ada rahasia katanya, klo pak ganjar makin puitis klo ngomong ,sok sok tegas dg retorika kata kata nya cocok sih jadi pembaca puisi",ganjar pranowo
"Ganjar Pranowo ðŸ‡®ðŸ‡© keren,  cerdas, lugas , tegas, sederhana, amanah, juru, memahami tema debat, menguasai panggung debat, cakap dalam menyampaikan visi misi  dan berani adu data saat saling sanggah",ganjar pranowo
Ganjar yg cerdas seperti apa pertanyaan panilis maupun dr clon dijawap dgn satset,ganjar pranowo
Ganjar menjawab dengan cerdas dan dapat di wujudkan dan dilaksanakan untuk kemajuan NKRI,ganjar pranowo
Ganjar sok pintar sok paling ngerti pertahanan ðŸ˜‚ðŸ˜‚ðŸ˜‚ pretâ€,ganjar pranowo
Luar biasa penampilan pak ganjar semakin meyakinkanku...,ganjar pranowo
Ganjar menang dalam debat kali ini,ganjar pranowo
"Anies dan ganjar menunjukan kemampuan kecerdasan intelektual dan kecerdasan emosional yg luar biasa. Ini layak memimpin bangsa ini. Prabowo lemah intelektual dan sangat rendah, snagat lemah kecerdasan emosional. Tdk layak memimpin bangsa ini.",ganjar pranowo
Mantap pak Ganjar visi misinyaðŸ’ªðŸ’ªðŸ¤ŸðŸ¤Ÿ,ganjar pranowo
"HANYA 1 ORG YG BICARA NYAMBUNG TTG PROGRAM KERJA,  BUKTI FAKTA LAPANGAN  &amp;  MINIM NEGATIF REKAM JEJAK,  YAITU..   NO.3.    GANJAR PRANOWO.   HARUS MENANG !!!.  (  TUJUAN UTAMANYA YAITU...  UTK MENYELAMATKAN INDONESIA   &amp; MELANJUTKAN  KEMAJUAN NEGARA DARI PROGRAM2  PAK JOKOWI ).",ganjar pranowo
"Pemaparan Pak Ganjar luar biasa mantap itu persiapan pengembangan kedepan, <br>bukan menghajar lawan debat dgn data salah",ganjar pranowo
Pak Ganjar jawab santai sesuai fakta ðŸ˜ŠðŸ˜˜papua GanjarðŸ˜Š,ganjar pranowo
