text,nama paslon
"Gibran itu punya kemampuan setara bapanya makanya pa prabowo tahu betul kecerdasan,ketegasan dan wawasan yang dimiliki oleh gibran raka buming bravo prabowo gibranâ¤",gibran rakabuming
Baru keluar kecerdasan mas gibran. Ga banyak omong yang penting kerja,gibran rakabuming
"Sdh banyak komentar netisen yg saya baca semuax memuji kecerdasan mas Gibran, saya sependapat para netisen mas Gibran pantas dan layak jadi cawapres 2024. Saya bangga dengan pasangan PraGib.",gibran rakabuming
"Karena kecerdasan gibran yg luar biasa,imin malu dengan diri nya hingga nyindirr soalll ijazahhh.pak imin tu otak nya masi cetekkk gk pantas jdi wkilll yg ada koruppp trusss.wkwkwk",gibran rakabuming
"Mantap mas gibran,  jgn remehkan kecerdasan anak muda,  gimana ini,  yg merasa berpengalaman kok tdk sesuai dgn ekspektasi,",gibran rakabuming
"suka dengan gaya kritiknya Cak Imin 01,... senang dengan komitmen Pk Mahfud 03,... bangga dengan kecerdasan Mas Gibran calon wakil Presiden Mendampingi Pk Prabowo Presiden RI 2024-2029.",gibran rakabuming
"Salute sama kecerdasan mas Gibran , anak muda bukan kaleng kaleng",gibran rakabuming
"Gibran dan pak mahfud terlihat kecerdasan nya,,, si imin mah cuma ngikutin cara menata kata anis",gibran rakabuming
Jadi ini alasan nya pak prabowo milih gibran krna kecerdasan nya n wawasan nya luass .. kereennn â¤,gibran rakabuming
"Debat menyapaikan visi misi tuh ya kya mas gibran,  di luar nalar kecerdasan nya, tidak terduga",gibran rakabuming
"Pejelsan yg sangat ,relevan ,ternyata anaka mudah,yg diam itu emas,sangat cerdas dengan gagasan ,bukan cuma , teks, yg di sampaikan,tapi kecerdasan yg luar biasa,MALUKu utara siap dukung , PRABOWO, GIBRAN top markotop",gibran rakabuming
"Ya Allah mas gibran gk mnyangka dngn lntang dn yakin untk kedepnnya indonesia maju anak muda yg d anggp remeh kini mas gibran mmbuktikn kecerdasanmu trmksih mas kini aku smkin yakin memilihmu 02 â¤,bismilah",gibran rakabuming
"Gibran seperti Pak jokowi, kecerdasannya tidak bisa ditebak",gibran rakabuming
"Kereennn, seperti Roh Pak Jokowi masuk raga Gibran... Kecerdasannya terlihat jlas.Prabowo Gibran pilihan terbaik..",gibran rakabuming
Pokonya sy lg tergibran Gibran ..anak umur masih muda banget tp kecerdasan di atas rata&quot;â¤â¤â¤,gibran rakabuming
"Sy blg apa jgn meremehkan kemampuan ank ingusan krna kecerdasan ank ingusan yg terbaik cepat,lugas,singkat dan padat hidup no 2 mas Gibran â¤",gibran rakabuming
Selain kecerdasan nya ..adab dan attitude mas gibran bener bener bikin jatuh hati â¤ï¸,gibran rakabuming
"Prabowo hebat bgt sabar bijaksana berintegritas, debat ini ditonton seluruh dunia tapi si paslon 1&amp;3 malah asal ngomong ga punya etika bikin malu Indonesia aja bodoh sekaliðŸ˜‚<br>Prabowo Gibran you&#39;re the winner!!",gibran rakabuming
Jijik banget sama cara ngomongnya Gibran,gibran rakabuming
"Mas gibran,, diem2 sekalinya ngomong langsung meledak, singkat padat jelas,, gak mencla mencle dan nyindir2 pihak lain. ALL IN 02â¤ï¸ðŸ–¤",gibran rakabuming
si gibran ngomong yah teknis deh.kayak orang pidato..bukan substansinyah,gibran rakabuming
Gibran belajar ngomongnya telat harusnya persiapnnya jauh dari sebelum jadi walikota agar tidak ada liputan asam sulfat dan plang plongo saat ditanya ibu ibu atau mahasiswa. Gibran udah ga demam panggung. Tapi maaf image nepotisme ga bisa di redam,gibran rakabuming
Ngantuk liat gibran ngomong,gibran rakabuming
ngawur Gibran Gibran....inflasi hijau Kok ke negara lain malah ngomongin rompi hijau...wkwkwkwkw....pinter keblinger......bahasanya songong...,gibran rakabuming
"Parah bgt si gibran, gak ada sopan santunnya klo ngomong ke org yg lebih tua.. ðŸ˜Š betul2 tidak beretika ðŸ˜ŠðŸ˜ŠðŸ˜Š",gibran rakabuming
Gaya mu ngomong sok paling pinter ajk gibran won orng kemarin,gibran rakabuming
Gibran bahasanya gak sopan ngomong sama orang tua berbicaranya ngablu,gibran rakabuming
Kenapa ya klo yg ngomong gibran lebih kena di kepala. Lebih nangkep. Apa.krn beliau gk baca teks. Jd energi value isi dr apa yg di sampaikan bisa mudah di mengertii,gibran rakabuming
Gibran senang aja lu ngomong tapi gak berkualitasðŸ˜€ðŸ˜€,gibran rakabuming
"Kok aku ragu, Gibran bisa ngomong lancar gitu.. diluar jawab asal susu sapi dr mana aja gaa bisa ? Pasti ada maen..ðŸ˜‚",gibran rakabuming
Gibran hebat ngomong nya masuk akal dan memberi solusi ngga muter simpel tapi berbobot,gibran rakabuming
Gibran ngomong menghayal..,gibran rakabuming
"Aku heran sama Gibran, kok didebat lumayan ngomongnya, tapi ketika berhadapan dengan masyarakat malah pelanga-pelongo, ga di respon pertanyaannya dan zonk",gibran rakabuming
"pintar gibran saking pintar sampe aq orang awam gak ngerti ngomong apa diaðŸ˜<br>gak kebayang punyak wakil begini, pintar tapi gak bisa menyesuaikan bahasa dgn orang yg dihadapi apalagi masyarakat..<br>jadi gak bisa cerna gagasan mu,<br>bahasa mu terlalu tinggi,<br>masyarakat mu nanti pejabat semua kah?",gibran rakabuming
"Saya dari pelosok desa,tpi tetap dukung semua ðŸ‘ðŸ‘ðŸ‘ðŸ‘... semua juga bagus cawapres,nya..tpi kok yg masuk ngomong debatnya mas gibran yang pas ðŸ‘ðŸ‘ðŸ‘semoga ms gibran bisa membuktikan.jadi kenyataan...",gibran rakabuming
Gaya ngomong gibran sm kaya bapaknya ngibul,gibran rakabuming
Puenak gibran lek ngomong..mudah di terima..gak ber Belit..mau terealisasi atau tidak..yg penting udah di rencana ..<br>Dari pada tak ada rencana..,gibran rakabuming
Gibran ngomong ngk sesuai faktanya,gibran rakabuming
"1 sama 3 muluk&quot; kalo ngomong ,kurang satset.. <br>yg jelas padat cuma mas gibran. yg satu kebanyakan kamu&quot; ,yg satu kebanyakan cerita org lain. ðŸ˜…",gibran rakabuming
"Gibran ngomongnya seperti dihafal,. Emang Presiden menjadi pelaksana operasional? Untuk apa tugas Menteri Pembantu Preside ?",gibran rakabuming
"Gibran ngomong sama rencanan nyata yang sudah di jalani ,bukan ngmng ke depan tapi blm kenyataan",gibran rakabuming
"Keren Gibran ya, membuktikan bahwa kita kaum muda bukan jaminan kalau kita kurang pengalaman, kurang mampu, justru karena muda kita bisa lebih kritis dan punya daya dorong untuk bangsa ini. Kerasa banget semangatnya dari cara ngomongnya, on fire bgt. Isi omongannya juga bisa menunjukkan kapasitasnya juga ga kalah, justru lebih bagus dari Cak Imin, bahkan bisa hampir setara sama Prof Mahfud dari segi pemahaman dalam menjalankan negara ini kedepannya.",gibran rakabuming
Selama ini cuma diam ternyata sekali ngomong pinter yaa gibran... kmren pak prabowo dipojokan diserang trus pas debat ini dibalas sama calon wakilnyaa..,gibran rakabuming
Gibran bohong banget ngomongnya ... Hahahaaaa ...,gibran rakabuming
"Gibran blm bisa duduk di korsi internasional ,belum bnyak pengalaman , kalau ngomong dlm negri okelah",gibran rakabuming
"Cawapres gw nih boss. ðŸ˜€ ngomong gk muter2 kesana kemari. All in gibran.<br>Yuk pelaku usaha yg baru bergerak, dukung gibran.",gibran rakabuming
mas Gibran mas Gibran  sy ga nyangka.<br>kataÂ² nya bermutu end berbobot bravo buat mas Gibranâ¤ï¸â¤ï¸<br>kalah pak Bowo mh SM mas Gibran <br>klo pak Bowo ga bs ngomong...<br><br>bravo buat mas Gibran sukses selalu,gibran rakabuming
"terbukti udh gibran bs ngomongkan , masuk akal N smart kan",gibran rakabuming
"Gibran top pak gibran ngomong nya cerdas dan tidak ada pembicaraan yg mumicu rancana politik untuk kepentingn Salah satu pihak,,,, MAJU TRUSSS PAK GIBRAN 02 INYAH ALLAH MENANG TRUS LH BERJUANG UNTUK NKRI",gibran rakabuming
Si Gibran ngomong apa sih? ðŸ¤”,gibran rakabuming
Buktikan itu gibran jangan ngomong doang .di lihat dari samping mukanya culun .,gibran rakabuming
Gibran ngomong ngangong ngangong tapi gak ada tu merubah hukum kita,gibran rakabuming
"Gibran bagus ngomong, bukan bagus visi misinya. Visi misinya terlihat gak kongkrit, mungkin dia dibayang2 raport merah pak jokowi dan raport merah pak mentri prabowo. Wajar org puas berlebih krn sebelumnya udah pesimis banget sama gibran.",gibran rakabuming
Anak muda memang beda ya... Berkelas jawaban2 gibran. Selama imi dikira ga bisa ngomong panjang2 sempet mikir memberatkan pak prabowo tapi kali ini dy membuktikan sangat layak jadi wapres.,gibran rakabuming
Mas gibran ngomong nya singkat dan padat tapi mudah di merngerti ðŸŽ‰â¤,gibran rakabuming
"Ngomong apa gibran nggak jelas apa arah sasarannya, kayak Indonesia nggak punya prodak yg cerdas dan pintar saja, kayak ngono jadi cawapress, gila Indonesia",gibran rakabuming
"Banyak yg udah siap mau buli gibran karna pada yakin kalo dia gabisa pidato or debat, ternyata dari engkong2 seniornya bahasa, tata bicara, dan isi pidatonya luar biasa, pintar, lengkap, tanpa ragu atau grogi dia ngomong dengan santai tapi pasti.. gak pake slepet slepet ahahahahahah dan gak membanggakan diri sendiri seblum jadiðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
"Gibran sama kayak pak Jokowi <br>   Tidak banyak ngomong tapi banyak berbuat<br> Matap,,,â¤â¤â¤â¤bawakan Indonesia ini jadi emas",gibran rakabuming
Gibran jelek debatnya asal ngomong ga jelas ðŸ‘ŽðŸ‘ŽðŸ‘Ž jauh beda sama prof mahfud jelas tegas dan berbobot ðŸ‘ðŸ‘ðŸ‘,gibran rakabuming
"subhanallah. pak gibran masih muda, tpi cara pola pikiran nya bagus. dan ngomong tidak bertele tele, tpi sesuai pengalaman ngomong apa ada nya",gibran rakabuming
"Tiap kali gibran yg ngomong kok gue merinding ya, secerdas itu anak muda, singkat, jelas dan langsung ke poin nya",gibran rakabuming
Wow Gibran tiba tiba lancar ngomong apa pengaruh aerphone latihannya OK menggunakan bisikan aerphone salut dah ðŸ˜Š,gibran rakabuming
ðŸ˜‚ lucu kalau lihat Gibran ngomong,gibran rakabuming
"Cara ngomong gibran jelass, mantapp<br>01 gajelas<br>03 lelet berteleâ€",gibran rakabuming
Gibran ngomong itu itu ajaðŸ˜…,gibran rakabuming
Pak Gibran hebat cerdas dan jelas cara ngomongnya ðŸŽ‰,gibran rakabuming
Kelihatan dari gaya cara ngomongnya gibran masih labil,gibran rakabuming
"Mana ini Attitude nya Gibran nol besar, cara ngomongnya sama orang yang lebih tua gak punya etika dan sopan santun<br>Gaya bahasa dan pemilihan kata yang sangat buruk<br><br>Gibran mau naikkan (rasio) PAJAK<br><br>ngomong gak pake data<br>Nglantur<br>Mana ada investor di ikn<br>Keliha",gibran rakabuming
"Jenius skali tak tik gibran.. Slama ini pendiam, gk mau bnyk ngomong, utk mancing sifat asli lawan dlm menyepelekan dia, dan supaya lawan meremehkan dia, shingga persiapan lawan gk bnar bnar dipersiapan.. Anak ingusan mau dihadapi dlm pikiran lawan.",gibran rakabuming
Mana yang sering ngomong Gibran ngak tau bicara depan umum. Anak kemarin sore lah. Ngk ada rekam jejak lah. Absen dlu kalian ... Hahahhaa... Kelihatan yang ngak punya rekam jejak menang banyak dari yang banyak rekam jejak hahahaha,gibran rakabuming
Hebat juga Gibran makin tertata ngomongnya,gibran rakabuming
"Itulah Mas Gibran yg kwalitasnya tdk di ragukan lagi tak di sangka sangka sebelumnya bisa akan bisa jawab dlm debat, ternyata jauh LBH berkualitas terarah dan terukur,tak banyak ngomong muluk muluk fakta yg menjawab, semangat Prabowo Gibran pilihan yg paling tepat ðŸ‘ðŸ‘ðŸ‘",gibran rakabuming
Terpukau sma jawabn mas gibran ga asal ngomong 2024 prabowo gibran menangðŸ”¥,gibran rakabuming
Asal jeblag aja gibran ngomongnyaðŸ˜‚ðŸ˜‚,gibran rakabuming
Gibran kenapa sih kalau ngomong kaya orang lagi nangis gitu,gibran rakabuming
"pak mahfud ngomongnya sambil nyontek, pak gibran ngomongnya enak cepat fahamðŸ˜",gibran rakabuming
Dari cara ngomong nya Gibran memang terlihat pintar,gibran rakabuming
Dua kali di tanya gibran gagal menjawab.. ngawurr mulu.. impor bahan baku jokowi ga di jawab.. trisakti juga tidak di jawab.. ngomong nya ke mana2.. kalo gini kualitas nya gimana ke depanðŸ¤·ðŸ¤·,gibran rakabuming
"Damage bgt ekspresinya Gibran yg megang2 mic terus pengen ngomong pas Cak Imin lagi menegaskan bahwa ini forum berharga, jangan kayak anak SD SMP ðŸ˜­ Mau kasian, tapi ya gimana yaaaa. Lagian gabisa bedain mana forum FORMAL, SEMI FORMAL, dan INFORMAL. Dikira lagi di panggung komika?",gibran rakabuming
Ngomong apa bran gibran,gibran rakabuming
"Cuma gibran to the point menyampaikan gagasan visi misi pembukaan, no 1 ngomong muterâ€â€, no 3 gk tau apa visi misinya seauai omongannya",gibran rakabuming
Gibran sudah ngafalin naskahnya 3 minggu yg lalu..makanya ngomongnya seperti org pintar..pdhal..taulah gmna isinya... pernah ditnya nama 6 suku di Indonesia aja ga bs semua dijwb..hadeehðŸ˜…,gibran rakabuming
"Cak imin kayaknya  tiap ngomong nyinyir melulu.... tdk ada program yg jelas, hanya normatif.. Pak Mahfud jawaban nya keren, pak gibran kok gitu thd org tua, kayak tdk ada tata krama nya",gibran rakabuming
"Bapak Mahfud puisi/cerita ya?ðŸ¤”ðŸ˜‡EMG mas Gibran jelas banget untuk kerjanya kedepanðŸ‘ðŸ‘ðŸ‘gak ad sandiwaraaa ngomong pakek hati dan pikiran, siipðŸ‘ðŸ‘ðŸ‘ðŸ¥°",gibran rakabuming
Liat Gibran debat malah inget cak Lontong klo ngomong serius tp lucu dan gak nyambungðŸ˜‚,gibran rakabuming
Saya libih pro ke cak imin dan prof mahfud karena debatnya seperti diskusi yg menjalur.<br> Kalo gibran ngomongnya udah kemana-mana terus mudah emosi kaya anak kecil sama kaya capres nya.,gibran rakabuming
"cuma jawaban mas gibran yang bisa di pahami dan masuk ke otak, ntah knpa yg lain gak ngerti ngomong apa..",gibran rakabuming
Si Gibran itu klo ngomong didalam debat songong kesannya merendahkan cawapres yg lain kesannya seolah2 dia yg paling pinter padahal mines dr yg lainnya,gibran rakabuming
"Mahfud sudah di siapkan jauh2 hari ya untuk bahan ngomong di podium, beda banget Ama mas Gibran yg wawasannya luas jadi di serang darimanapun tetap tenang dan sangat mudah memahami dan menjawab. Memang bukan kaleng2 mas Gibran, yg bilang receh, justru dia yg paling receh ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",gibran rakabuming
Lah pak amin maaf mas Gibran ngomong jawab nya kemana2..aneh,gibran rakabuming
"cawapres nya  Indonesia gibran.. ngomongnya aja masih blepotan, hafalan banget, dan jawabannya template bgt... No etika dan adab, pas bgt dengan pasangannya.. ngimpi mau mimpin Indonesia.        Sorry Yeeee, sory yeee, Soryy yeee.. ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ",gibran rakabuming
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚lucu ni ama gibran ðŸ˜‚ðŸ˜‚.. ngomong apa kou ni,gibran rakabuming
"auranya gibran ini kyk magnet yg bs mmbt lawan bicaranya bingung mau ngomong apa..ðŸ˜…ðŸ˜…..Gibran yg paling sip,semoga lncr smp hari pemilihan,no.2 menang.nnti nenek teriak2 pemilu curangðŸ˜‚ðŸ˜‚ðŸ˜‚..hrs sadar ya nek,jatah kejayaan partaimu sdh slesai.ðŸ˜Š",gibran rakabuming
"GIBRAN, KEREN BANGET ðŸ˜­, ngomongnya jelas, lugas, tegas, mukanya santai banget ky gada dredeg2nya.. <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=3492"">58:12</a> disini dia sorak2 ya?? ðŸ˜­ðŸ˜­ lucu si wkwk padahal mukanya polos",gibran rakabuming
Gibran dan Prabowo kyk org cacat otak...lihat wajahnya...lucu....jika gibran bisa jdikn Indonesia mayoritas Kristen Keren banget,gibran rakabuming
"Gibran seperti meremehkan lawanya2,pdhl dia yg muter2 jwbnya ðŸ˜‚",gibran rakabuming
Gibran kok diskusi nya gak nyambung ya ?,gibran rakabuming
"Gibran bukan perwakilan anak muda tapi perwakilan dari nafsu kepentingan da keberlanjutan kekuasaan dari pihak tertentu. Jangan selalu janjikan lapangan pekerjaan sampai juta jutaan, 5 tahun lalu juga ada janji 10 juta lapangan kerja tapi belum terealisasi",gibran rakabuming
Gibran punya muka saat memberikan prosentase<br>Paling munafik...tidak di dimengerti tp cuma hapalan...,gibran rakabuming
Gibran anak kemarin sore apa gak malu ya duduk disebelah seorang prabowo.,gibran rakabuming
"Gibran belajar mengerti pertanyaan dulu deh, baru menjawab",gibran rakabuming
"Gibran arogan, tidak menunjukkan keberpendidikan",gibran rakabuming
Gibran gapunya sopan santun,gibran rakabuming
"Gibran sangat tidak cocok jadi cawapres, apalagi wapres.. kesombongannya sangat terlihat sekali, sok pintar dan suka merendahkan paslon lain. Emosional belum bisa di jaga. Sungguh hancur indonesia ini jika jatuh di tangan jokowi lagi, eh maksudnya gibran.",gibran rakabuming
gibran kentut melulu bau sebadan apalagi mulut baunya luar biasa,gibran rakabuming
Gibran ini contoh anak muda yg tidak punya adab,gibran rakabuming
"Gibran ...dulu harapan mewakili Anak muda, sekarang lihat dia jadi ill feel karena sok pinter.",gibran rakabuming
gibran is the best and logic di zaman modern sprti skrg.,gibran rakabuming
Gibran kerja nyata..,gibran rakabuming
Gibran sering keluar dr tema...apa gak bahaya taaa...,gibran rakabuming
"Gibran udah mirip kali sama Jokowi, seperti sudah pernah jadi presiden. Entah kesurupan Jokowi apa ya pakai ritual khusus. Tapi memang sangat menguasai.",gibran rakabuming
Gibran mampu tidak mengatasi negara .sekilnya membidangi apa saja,gibran rakabuming
Gibran gak duwe toto kromo nang seng luweh tuwo. Sek cilik di lolosno. Belajar toto kromo sek sakjane,gibran rakabuming
Gibran di tanya paslon no 3 kok ngga di jawab si wkwk,gibran rakabuming
Gibran cerdas...kata2x mudah di mengerti ...,gibran rakabuming
Gibran sgt mantul dan cerdas......sgt busa mengimbangkan pefkembangan INDONESIA  bertambah majuâ¤â¤ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©âœŒâœŒ trus smgt berjuangan untjk mengembangkan INDONESIA  hilir berkembang...,gibran rakabuming
"Gibran banyak ga nyambungnya jawabannya cuma melalui hafalan bukan pedoman,gagasan dan kebijakan kebijakan yg dia miliki, setiap paslon lain memberikan jawaban dia tidak bisa menjawab pertanyaan itu dia malah mengulang ulang hafalan dia saja wkwkwkwk ga nyambungnya banget dah",gibran rakabuming
"Gibran malah keluar Podium..,. peraturan remeh aja di langgar apalagi Peraturan yg lain",gibran rakabuming
Gibran masi keliatan anakÂ²nyaðŸ¤£,gibran rakabuming
"Gibran keliatan menghindar dari perdebatam substansi, dan jujur aja menurut saya kurang beretika, lebih mirip bocah",gibran rakabuming
Gibran omon2 gk ada pengalaman,gibran rakabuming
"Gibran pinter, tapi cara menyampaikan pertanyaan ke Prof Mahfud dan Pak Muhaimin kurang sopan",gibran rakabuming
"Gibran parah bgt. Ga ada etika. Mentang2 banyak bekingan, banyak orang dalamðŸ˜…",gibran rakabuming
"Gibran sombongnya bukan main mentang&quot; anak Presiden, kalau mau ngelawak apalagi buat menanggapi jawaban lawan politiknya, jangan sampai merendahkan gitu dong apalagi act out mentaunting ke orang yg lebih tua, kayak gak pernah diajarin etika dan adab apalagi ini acara debat formal begini disiarkan langsung keseluruh negeri. Jadi kayak gini calon pemimpin bangsa yg dikagumi generasi muda tapi mencontohkan hal yg gak beretika dan tidak menghormati ke orang yg lebih tua, miris.",gibran rakabuming
"Gibran keren...misi visinya jelas membawa indonesia maju dan berkembang baik dari sisi pertanian, tambang, teknologi.lebih real langkahnya dan mengikuti perkembangan.semoga maju bersama prabowo gibran.",gibran rakabuming
"Gibran TDK sepantas nya Berbuat Hal Demikian..<br>  Hargai lah yg lebih Tua...<br> Santun itu harus di miliki Oleh seorg pemimpin...<br>   Yg paling Utama Menghormati Sesama apa lagi Yg lebih Tua dari kita.<br>      Saya lihat dari pandangan.,Gibran adalah anak mudah yg Santun nya sama skli TDK ada.<br>    Mengejek Sama pak Mahmud.,.!<br>  Itu Perilaku yang TDK di ingin kan Oleh Masy Luas..!!<br>     Dewasa lah sedikit Mas Gibran....ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
"Gibran bener2 belajar banget,, jadi dia bener2 belajarrr",gibran rakabuming
gibran paling masuk visi/misi nya di banding yang lain kerennnâ¤,gibran rakabuming
Gibran ngapain jir clingak clinguk. Ini acara formal bukan stand up. Dia yg gitu gw yg maju jir,gibran rakabuming
Gibran kok beda ama jokowi adab nya ðŸ˜‚,gibran rakabuming
Gibran bocah kemaren udah gya nya banyak tingkah kaya udah senior wkwk,gibran rakabuming
"Gibran kurang elegan ahh.,.<br>Serang kalau diserang ajaa.,,.jangan improve nyerang langsung.,.",gibran rakabuming
Gibran cuma memperlihatkan so intelek dan cerdas padahal jawabannya TDK ada yg sesuai dengan peetanyaan,gibran rakabuming
Gibran merendahkan status profesor dan gus.... parah ini calon wapres seperti ini... GANJAR MAHFUD yesssss.....ðŸ˜ŽðŸ‘,gibran rakabuming
Gibran sok singkat jwabny tdk mperdalam hny tau dluar tok beda sm yg udh brwawasan,gibran rakabuming
Gibran etika kurang sopan..<br>Kita rakyat Indonesia semua kita jangan sampai salah pilih presiden...<br>No 1 wajib menang...,gibran rakabuming
GIBRAN sama sekali gak punya Etika... angkuh dan memandang renda paslon lain. anak muda yg gak punya etika. Pendukungnya pun rusuh.. terlihat sama sekali gak ada etika . Kayak gini mau di pilih..,gibran rakabuming
Gibran lebih menguasai seluk beluk menjalankan Roda pemerintahan. Mantap anak mudaâ¤. Bukan cuma suka kritik - kritik doang. Ha ha ha,gibran rakabuming
Gibran background kuliah nya apa gelarnya gak ada,gibran rakabuming
Gibran itu orang cerdas...  hanya saja masih muda jadi semangatnya masih ber api2.,gibran rakabuming
"Gibran Rangkabumi Raka tiidak sopan, tidak beretika. Bicara DNG org lebih tua tidak sopan. Panggil Gus, Mahfud. Tidak pakai pak. Tidak sopan. Memimpin dirinya sendiri untuk bertutur kata yg sopan dan beretika, tidak bisa apalagi mau pimpin bangsa dan negara ini? Etika, moralitas, Toto kromo, sopan santun itu sangat penting untuk menjadi pemimpin. Hadapi sesama anak bangsa Indonesia saja dlm debat doang udah bersikap seperti itu, gimana klu hadapi bangsa lain? Sikap tidak sopan, tidak bisa mengendalikan diri dan emosi, bisa jadi bumerang bagi hancurnya NKRI tercinta ini. Kami tidak mau pilih pemimpin seperti Gibran Rangkabumi Raka yg tidak memiliki etika, Toto kromo dan tidak sopan. <br><br>Padahal Gibran org Solo, yg terkenal DNG lemah lembut, sopan santun, memiliki Toto kromo dan etika yg baik. Tapi kok Gibran Rangkabumi Raka tidak miliki hal ini ya? Kurang didikan dari org tua atau salah pergaulan? <br><br>Dari hal ini kita bisa liat bahwa benar yg SDH ditetapkan oleh para pendahulu kita, pejuang bangsa dan negara ini yg SDH menetapkan batas umur minuman yaitu 40 tahun klu tidak,  jadinya seperti Gibran Rangkabumi Raka ini, kekanak2an dan harus belajar sopan santun, Toto kromo dan beretika yg baik dulu deh supaya baik dan benar dlm bersikap dan berrturur kata. Bnyk belajar dulu mengenai sopan santun dan etika.",gibran rakabuming
"Gibran memang mantap, konsepnya jelas to the point, semua dibanting,, ðŸ˜‚paslon 1 dan paslon 3 bukan lagi berdebat tapi lagi ngobrol sambil ngopi,, ðŸ˜‚",gibran rakabuming
"Gibran terlalu arogan, sok pintar dan seakan meremehkan serta melecehkan lawan debatnya soal pertanyaan. Seakan dia menggurui dan paling ahli daripada ahli sebenarnya. Di dunia ini baru di Indonesia,  Debat Cawapres dengan etika sikap yang tidak baik dipertunjukkan oleh seorang Gibran yang ke kanak-kanakan. Memalukan bagi bangsa Indonesia, figure calon Pemimpin bangsa yang tidak punya etika dan adab padahal debat ini ditonton oleh jutaan pemirsa di dunia. Memang terbukti bahwa tingkat kematangan  usia dalam memilih calon Pemimpin bangsa itu harus ditentukan. Debat malam ini sangatlah Memalukan bagi anak muda yang terwakilkan oleh seorang Gibran. Masalah negara hanya disiasati dengan banyaknya gimmick agar viral. Memimpin sebuah negara itu bukan main-main. 0000% Penilaian untuk Gibran.",gibran rakabuming
"Gibran gibran kebanyakan mikirin/terlalu fokus serang personal wkwkwk, ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…, coba cek di rumah kau ada botol minum plastik ga hahaha",gibran rakabuming
"gibran gak ada etika<br>sok sok an, padahal nolll pengetahuan",gibran rakabuming
GIBRAN LU TAU GA SINGKATAN DARI G.A.T???,gibran rakabuming
Gibran selalu menggampangkan segala urusan ....jangan dipilih,gibran rakabuming
Gibran sok bilang nikel mau di kelolah sendiri fakta nya bapak nya nikel di raup negara lain janji ikut bapak nya gak bisa di percaya,gibran rakabuming
Gibran gibran ikutin aturan itu etika,gibran rakabuming
"Gibran ini memang bukan karakter pemimpin Bangsa ini,,,bocah songong dan tidak beretika,,mau berkontestasi seperti apapun,,,tpi bangun sifat etika kepada Gus Imin dan Prof.Mahfud sbgai orang yang paling tua. <br>Ndasmu etis Gibran",gibran rakabuming
"Gibran berusaha menutupi realita kerusakan yg terjadi selama rezim bpk-nya ...ðŸ˜…ðŸ˜‚<br>Ngapain harus bohong lagi pak ... rakyat sdh muak dibohongi bpk mu, rakyat sdh tahu itu, rakyat tidak takut, kerusakan yg terjadi itu sudah jadi realita bukan nakut-nakuti lagi tapi realita yg mesti dibahas ...ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",gibran rakabuming
Gibran tengil sekali. anak muda Indonesia tidak boleh seperti itu pada orang tua saat berbicara seakan sun go kong.parah,gibran rakabuming
"Gibran belum mapan pemikirannya untuk bangsa ini, nanti jadi mainan mafia dan oligarki.",gibran rakabuming
Gibran doang yang ga nyontek yg kdua paslon pada nyontek bukunya gede lagi kaya surat puisi,gibran rakabuming
Gibran itu kebanyakan Gaya...kebanyakan bahasa sulit ...itu orang yg cuma sekolah sampai SMA ...tdk akan  ngerti bahasa Ngibran,gibran rakabuming
Gibran sok blagu dan sok pintar dan sombong.. tak layak jdi wakil presiden macam tu tingkah lakunya,gibran rakabuming
Gibran kayaknya udah belajar dalam berbicara,gibran rakabuming
Gibran etikanya kurang,gibran rakabuming
"Gibran ! kesombonganmu luarbiasa, Anda menjijikkan dan Anda tdk layak jadi wapres. Kalau salaman tengkukmu bungkuk tapi hatimu busuk.",gibran rakabuming
Gibran yg ngajarin debat coki pardede yah? Kosong bgt njir.,gibran rakabuming
"Gibran ini sok dan nenjijikkan, sok menggurui tapi hanya menghafal dan sama sekali tdk berbobot. Anda tdk layak jadi peserta debat apalagi mimpi mau jadi capres.",gibran rakabuming
"Gibran tnpa menunduk mnjawabnya.. Krn penalaran yg digunakan, bkn catatan..",gibran rakabuming
Gibran bicara kaya dongeng. Pengalaman 0%<br><br>Mudur saja,gibran rakabuming
Gibran adalah potret sukses jalur &quot;koneksi&quot; ... <br><br>&quot;Koneksi&quot; menentukan posisi ...,gibran rakabuming
GIBRAN MENTAL ANAK MUDA,gibran rakabuming
GIBRAN TENSI DARAHNYA TINGGI YAAAA HAHAHA EMOSI MULUðŸ˜‚ðŸ˜‚ðŸ˜‚,gibran rakabuming
Gibran ngawur ditanya inport di jawab sama penjelasan ðŸ¤£,gibran rakabuming
